Transaction_ID,Account_ID,Date,Amount,Transaction_Type,Mode,Location,Channel,Is_Fraudulent
T00688,A00074,2024-12-03,151666,Credit,UPI,Kolkata,POS,Yes
T00689,A00321,2025-05-25,15852,Debit,ATM,Mumbai,Internet Banking,Yes
T00690,A00195,2024-08-18,167639,Debit,Net Banking,Chennai,Internet Banking,No
T00691,A00459,2025-05-27,54545,Credit,Net Banking,Delhi,POS,Yes
T00692,A00509,2024-10-22,94892,Debit,UPI,Kolkata,Mobile App,No
T00693,A00264,2024-07-24,4043,Debit,ATM,Kolkata,Mobile App,Yes
T00694,A00187,2024-11-20,9668,Debit,ATM,Kolkata,POS,No
T00695,A00407,2025-06-14,108308,Credit,Net Banking,Mumbai,Mobile App,No
T00696,A00438,2025-01-29,28635,Credit,Net Banking,Delhi,ATM,Yes
T00697,A00215,2024-07-20,133861,Credit,UPI,Kolkata,POS,No
T00698,A00164,2024-06-30,79610,Debit,UPI,Kolkata,Mobile App,Yes
T00699,A00325,2025-03-30,131328,Debit,Card,Hyderabad,Mobile App,No
T00700,A00425,2025-02-02,148375,Debit,Net Banking,Hyderabad,Mobile App,No
T00701,A00239,2025-05-14,126813,Credit,Net Banking,Mumbai,POS,Yes
T00702,A00275,2024-11-16,79093,Credit,Net Banking,Hyderabad,Internet Banking,No
T00703,A00190,2024-08-11,38261,Credit,Net Banking,Hyderabad,Mobile App,No
T00704,A00464,2025-05-30,33013,Debit,Net Banking,Chennai,Mobile App,Yes
T00705,A00510,2024-10-17,61780,Debit,Net Banking,Chennai,Mobile App,Yes
T00706,A00486,2025-06-01,82205,Debit,Net Banking,Kolkata,POS,No
T00707,A00327,2024-07-12,71370,Credit,Net Banking,Delhi,Mobile App,No
T00708,A00175,2024-09-29,55012,Credit,Card,Kolkata,POS,No
T00709,A00164,2024-12-14,80735,Debit,UPI,Delhi,POS,Yes
T00710,A00368,2025-03-29,14163,Debit,Card,Chennai,Internet Banking,Yes
T00711,A00581,2025-02-14,80640,Credit,ATM,Bengaluru,Mobile App,Yes
T00712,A00158,2024-11-30,190431,Debit,Card,Kolkata,POS,No
T00713,A00018,2025-02-27,110010,Debit,Net Banking,Mumbai,POS,Yes
T00714,A00429,2024-10-31,193803,Debit,Net Banking,Delhi,ATM,Yes
T00715,A00083,2025-04-02,197730,Debit,Card,Hyderabad,Internet Banking,Yes
T00716,A00409,2024-11-25,99296,Credit,Card,Kolkata,Internet Banking,No
T00717,A00358,2024-12-04,143672,Debit,UPI,Kolkata,Mobile App,No
T00718,A00556,2024-11-25,40040,Debit,UPI,Kolkata,POS,Yes
T00719,A00086,2024-12-16,29057,Credit,Card,Chennai,ATM,Yes
T00720,A00146,2025-01-27,39635,Debit,UPI,Delhi,Mobile App,No
T00721,A00138,2024-09-20,22875,Debit,UPI,Mumbai,Internet Banking,Yes
T00722,A00029,2025-03-14,88253,Credit,Card,Bengaluru,ATM,Yes
T00723,A00378,2024-09-05,167137,Debit,ATM,Bengaluru,POS,Yes
T00724,A00587,2024-12-31,113562,Debit,UPI,Kolkata,POS,Yes
T00725,A00162,2024-08-23,66364,Credit,Net Banking,Delhi,POS,Yes
T00726,A00155,2024-09-11,158592,Debit,Card,Kolkata,ATM,No
T00727,A00293,2025-01-31,193629,Credit,UPI,Mumbai,Internet Banking,Yes
T00728,A00120,2024-11-26,197025,Credit,UPI,Delhi,ATM,No
T00729,A00074,2025-05-23,93496,Credit,Net Banking,Chennai,POS,Yes
T00730,A00331,2025-06-24,42993,Credit,Card,Chennai,POS,Yes
T00731,A00421,2024-11-16,93663,Credit,UPI,Kolkata,ATM,Yes
T00732,A00224,2025-05-22,67412,Debit,Card,Hyderabad,Internet Banking,No
T00733,A00044,2024-12-09,150788,Credit,Net Banking,Bengaluru,Internet Banking,Yes
T00734,A00156,2024-08-28,45206,Credit,Card,Mumbai,POS,Yes
T00735,A00326,2024-10-20,4606,Credit,ATM,Delhi,Mobile App,Yes
T00736,A00324,2025-06-03,104870,Debit,Net Banking,Hyderabad,POS,Yes
T00737,A00596,2025-03-17,173095,Credit,Net Banking,Delhi,Mobile App,Yes
T00738,A00412,2024-08-17,181230,Credit,Net Banking,Delhi,POS,No
T00739,A00239,2024-08-21,72559,Debit,UPI,Hyderabad,ATM,Yes
T00740,A00447,2024-07-04,74301,Debit,ATM,Hyderabad,ATM,No
T00741,A00251,2024-07-27,168610,Credit,Card,Hyderabad,ATM,Yes
T00742,A00475,2025-03-08,23153,Debit,UPI,Bengaluru,Internet Banking,No
T00743,A00158,2024-07-06,32533,Debit,Card,Hyderabad,Mobile App,No
T00744,A00419,2024-08-24,26596,Credit,ATM,Kolkata,ATM,Yes
T00745,A00177,2025-04-06,175888,Credit,UPI,Mumbai,ATM,Yes
T00746,A00304,2025-06-08,186289,Credit,ATM,Bengaluru,Internet Banking,No
T00747,A00185,2025-01-05,160652,Debit,Net Banking,Bengaluru,Mobile App,Yes
T00748,A00044,2025-03-12,129352,Debit,UPI,Kolkata,ATM,Yes
T00749,A00442,2024-12-16,51366,Credit,Net Banking,Kolkata,Mobile App,Yes
T00750,A00387,2024-08-21,143414,Debit,UPI,Delhi,Mobile App,No
T00751,A00078,2024-08-01,144392,Credit,UPI,Kolkata,Internet Banking,No
T00752,A00344,2024-08-22,21152,Debit,UPI,Kolkata,ATM,Yes
T00753,A00266,2025-03-06,139349,Credit,Card,Delhi,Mobile App,Yes
T00754,A00527,2025-05-08,38570,Debit,UPI,Hyderabad,POS,No
T00755,A00028,2024-12-08,121629,Debit,Card,Delhi,Internet Banking,No
T00756,A00565,2025-05-30,65394,Credit,Card,Mumbai,ATM,No
T00757,A00348,2024-12-24,760,Debit,Net Banking,Bengaluru,POS,No
T00758,A00100,2025-06-12,175393,Credit,Card,Hyderabad,Internet Banking,No
T00759,A00200,2025-05-02,112568,Credit,UPI,Mumbai,ATM,Yes
T00760,A00210,2025-03-27,61311,Credit,Card,Mumbai,POS,Yes
T00761,A00110,2025-02-19,80505,Debit,Net Banking,Kolkata,POS,Yes
T00762,A00229,2025-06-26,59173,Credit,UPI,Kolkata,ATM,Yes
T00763,A00552,2024-12-12,88537,Debit,Card,Mumbai,Internet Banking,No
T00764,A00042,2025-02-27,177615,Debit,Card,Hyderabad,POS,No
T00765,A00045,2024-09-07,153915,Credit,ATM,Bengaluru,POS,No
T00766,A00280,2024-12-23,75466,Debit,ATM,Delhi,POS,No
T00767,A00588,2025-01-13,131288,Credit,ATM,Hyderabad,Mobile App,Yes
T00768,A00548,2024-12-11,131877,Credit,Card,Hyderabad,Internet Banking,Yes
T00769,A00230,2025-01-30,46963,Debit,Net Banking,Mumbai,Mobile App,No
T00770,A00161,2025-05-14,189896,Debit,UPI,Bengaluru,ATM,Yes
T00771,A00066,2024-12-21,17079,Credit,Net Banking,Delhi,Mobile App,No
T00772,A00086,2024-11-26,138573,Credit,UPI,Bengaluru,Mobile App,No
T00773,A00182,2024-11-14,135580,Credit,Net Banking,Chennai,POS,No
T00774,A00156,2024-09-25,72773,Credit,UPI,Delhi,ATM,No
T00775,A00097,2024-09-10,153896,Credit,ATM,Mumbai,Internet Banking,Yes
T00776,A00178,2024-12-11,110141,Credit,Net Banking,Chennai,POS,Yes
T00777,A00079,2025-02-19,140829,Debit,Card,Kolkata,Internet Banking,No
T00778,A00382,2024-07-02,6181,Debit,ATM,Chennai,ATM,No
T00779,A00304,2025-02-09,106308,Credit,UPI,Hyderabad,POS,No
T00780,A00524,2025-01-09,106308,Debit,Net Banking,Kolkata,Mobile App,Yes
T00781,A00116,2025-05-24,68171,Credit,ATM,Delhi,ATM,Yes
T00782,A00382,2025-04-09,4893,Credit,UPI,Kolkata,Internet Banking,No
T00783,A00552,2024-09-29,91146,Debit,Net Banking,Bengaluru,ATM,Yes
T00784,A00158,2025-04-02,25879,Debit,UPI,Kolkata,POS,No
T00785,A00446,2025-01-10,26512,Credit,Net Banking,Mumbai,ATM,No
T00786,A00557,2024-10-12,11566,Debit,ATM,Bengaluru,POS,No
T00787,A00428,2024-12-06,47743,Debit,Card,Kolkata,Internet Banking,Yes
T00788,A00549,2025-06-24,23983,Debit,Net Banking,Bengaluru,Mobile App,No
T00789,A00512,2025-01-28,42304,Credit,ATM,Kolkata,ATM,Yes
T00790,A00412,2025-02-08,97373,Credit,UPI,Chennai,POS,Yes
T00791,A00306,2024-11-19,81627,Credit,Card,Chennai,POS,Yes
T00792,A00009,2024-07-12,51499,Debit,Card,Kolkata,Mobile App,No
T00793,A00107,2024-07-14,172200,Credit,Card,Chennai,Mobile App,Yes
T00794,A00597,2025-02-05,196642,Debit,Card,Chennai,ATM,Yes
T00795,A00113,2025-01-03,73229,Debit,ATM,Kolkata,ATM,No
T00796,A00544,2025-03-30,21664,Debit,Card,Mumbai,ATM,Yes
T00797,A00335,2024-11-20,190470,Debit,Card,Delhi,ATM,No
T00798,A00269,2024-08-12,48986,Debit,UPI,Kolkata,Mobile App,Yes
T00799,A00570,2025-02-10,64884,Debit,Card,Chennai,Internet Banking,No
T00800,A00551,2025-01-03,7782,Debit,Net Banking,Chennai,ATM,No
T00801,A00060,2025-03-25,31154,Credit,UPI,Delhi,Internet Banking,Yes
T00802,A00399,2024-07-31,185759,Credit,ATM,Mumbai,ATM,Yes
T00803,A00317,2024-08-24,105337,Debit,ATM,Mumbai,POS,Yes
T00804,A00313,2025-04-09,13458,Debit,UPI,Bengaluru,Mobile App,No
T00805,A00137,2025-04-10,81615,Debit,Card,Chennai,Mobile App,Yes
T00806,A00001,2025-01-20,160348,Credit,Card,Delhi,POS,No
T00807,A00044,2025-05-29,195128,Credit,Net Banking,Kolkata,ATM,No
T00808,A00398,2025-04-17,138483,Credit,ATM,Hyderabad,Internet Banking,Yes
T00809,A00182,2025-04-28,111218,Debit,UPI,Chennai,Internet Banking,Yes
T00810,A00584,2024-10-16,1198,Credit,ATM,Hyderabad,POS,Yes
T00811,A00515,2024-12-27,62940,Debit,UPI,Delhi,Internet Banking,Yes
T00812,A00510,2025-01-16,130299,Debit,UPI,Kolkata,POS,Yes
T00813,A00453,2024-07-30,37397,Credit,ATM,Hyderabad,Internet Banking,No
T00814,A00538,2025-01-19,26440,Credit,Card,Delhi,Internet Banking,Yes
T00815,A00492,2025-06-10,187147,Debit,ATM,Hyderabad,POS,No
T00816,A00251,2025-02-21,191460,Credit,ATM,Mumbai,Internet Banking,No
T00817,A00322,2024-08-03,168359,Debit,Net Banking,Bengaluru,ATM,No
T00818,A00534,2024-10-03,132544,Credit,Net Banking,Chennai,ATM,Yes
T00819,A00336,2024-12-30,101038,Credit,ATM,Delhi,Internet Banking,No
T00820,A00398,2025-03-01,13959,Credit,Card,Hyderabad,Internet Banking,No
T00821,A00412,2025-04-14,15423,Debit,Card,Delhi,Internet Banking,Yes
T00822,A00289,2025-03-14,53219,Debit,ATM,Hyderabad,Internet Banking,No
T00823,A00409,2025-03-16,42870,Debit,UPI,Chennai,Mobile App,No
T00824,A00319,2024-07-30,16479,Credit,UPI,Mumbai,Mobile App,No
T00825,A00122,2025-03-22,183303,Credit,ATM,Hyderabad,Mobile App,Yes
T00826,A00446,2025-03-03,52959,Debit,Card,Hyderabad,Internet Banking,No
T00827,A00133,2025-01-25,27634,Debit,Net Banking,Delhi,Mobile App,Yes
T00828,A00223,2025-05-05,155990,Debit,ATM,Kolkata,ATM,No
T00829,A00304,2025-02-10,117205,Debit,ATM,Mumbai,POS,Yes
T00830,A00185,2024-10-29,144478,Credit,UPI,Kolkata,POS,Yes
T00831,A00115,2025-02-23,155348,Credit,Net Banking,Bengaluru,ATM,Yes
T00832,A00145,2024-07-20,163388,Credit,ATM,Chennai,Mobile App,Yes
T00833,A00447,2025-06-15,158537,Debit,UPI,Delhi,Internet Banking,No
T00834,A00149,2024-11-10,13075,Debit,Card,Bengaluru,ATM,Yes
T00835,A00184,2025-01-23,21119,Credit,UPI,Mumbai,Mobile App,No
T00836,A00077,2025-04-28,23552,Credit,Net Banking,Mumbai,ATM,No
T00837,A00198,2024-07-04,72457,Debit,Card,Bengaluru,Mobile App,No
T00838,A00188,2024-12-29,8602,Credit,Net Banking,Mumbai,ATM,Yes
T00839,A00018,2024-12-23,3561,Debit,UPI,Kolkata,POS,No
T00840,A00313,2025-01-15,55112,Debit,Card,Hyderabad,POS,No
T00841,A00066,2025-06-16,78170,Debit,Net Banking,Hyderabad,Internet Banking,Yes
T00842,A00047,2024-12-29,124577,Debit,ATM,Delhi,Mobile App,No
T00843,A00292,2025-02-07,30712,Debit,ATM,Chennai,Internet Banking,Yes
T00844,A00168,2025-04-10,63198,Credit,Net Banking,Mumbai,POS,Yes
T00845,A00260,2024-11-05,28133,Debit,ATM,Mumbai,Mobile App,Yes
T00846,A00545,2024-12-10,196763,Debit,Card,Chennai,Internet Banking,No
T00847,A00223,2024-11-14,180942,Debit,Card,Kolkata,POS,No
T00848,A00116,2025-05-05,130223,Debit,Card,Delhi,ATM,Yes
T00849,A00289,2024-10-22,196062,Debit,ATM,Delhi,ATM,Yes
T00850,A00498,2024-10-20,26026,Credit,ATM,Chennai,Mobile App,Yes
T00851,A00524,2024-09-03,154684,Credit,Net Banking,Delhi,Mobile App,No
T00852,A00582,2024-07-13,122425,Debit,Card,Bengaluru,Internet Banking,No
T00853,A00115,2025-03-26,199834,Debit,UPI,Kolkata,ATM,Yes
T00854,A00093,2025-06-23,171078,Credit,Card,Mumbai,ATM,No
T00855,A00483,2025-02-17,145531,Credit,Net Banking,Chennai,ATM,Yes
T00856,A00458,2025-04-17,108874,Credit,Net Banking,Delhi,Internet Banking,No
T00857,A00158,2024-10-26,12050,Debit,Net Banking,Mumbai,Internet Banking,Yes
T00858,A00417,2025-04-08,196502,Credit,Card,Mumbai,Mobile App,No
T00859,A00285,2025-04-30,27615,Debit,Net Banking,Chennai,Mobile App,Yes
T00860,A00590,2025-02-03,165340,Credit,Net Banking,Mumbai,Mobile App,Yes
T00861,A00540,2024-10-09,198718,Debit,Card,Kolkata,ATM,Yes
T00862,A00099,2024-07-23,101799,Debit,UPI,Hyderabad,POS,No
T00863,A00165,2025-03-01,40886,Debit,UPI,Chennai,ATM,No
T00864,A00527,2024-12-30,199476,Debit,Card,Kolkata,ATM,No
T00865,A00204,2025-02-09,93103,Credit,UPI,Hyderabad,POS,No
T00866,A00114,2024-09-03,179339,Debit,ATM,Mumbai,Mobile App,Yes
T00867,A00563,2025-02-07,187608,Credit,Net Banking,Kolkata,ATM,Yes
T00868,A00021,2024-07-20,161800,Credit,Card,Bengaluru,Mobile App,No
T00869,A00059,2025-03-11,197037,Debit,UPI,Hyderabad,POS,No
T00870,A00225,2024-10-21,13450,Debit,Card,Kolkata,POS,No
T00871,A00443,2025-05-10,189304,Debit,Card,Chennai,Internet Banking,No
T00872,A00433,2025-04-12,133092,Credit,Net Banking,Chennai,POS,No
T00873,A00420,2025-02-27,67830,Debit,ATM,Hyderabad,POS,No
T00874,A00022,2024-07-10,25926,Credit,UPI,Hyderabad,Mobile App,No
T00875,A00173,2024-10-19,152624,Debit,Card,Chennai,Mobile App,Yes
T00876,A00003,2025-01-04,169973,Credit,Card,Hyderabad,POS,Yes
T00877,A00064,2024-08-01,74783,Credit,Card,Bengaluru,POS,Yes
T00878,A00006,2024-08-18,166858,Credit,ATM,Chennai,POS,No
T00879,A00357,2025-01-12,122431,Credit,Card,Kolkata,Mobile App,Yes
T00880,A00202,2024-07-29,137432,Credit,UPI,Bengaluru,ATM,Yes
T00881,A00166,2025-05-26,86255,Credit,ATM,Chennai,POS,No
T00882,A00553,2025-04-30,95693,Credit,Net Banking,Chennai,POS,No
T00883,A00345,2024-10-15,2570,Debit,ATM,Kolkata,ATM,No
T00884,A00199,2024-10-05,164906,Debit,ATM,Chennai,Internet Banking,No
T00885,A00558,2024-08-20,31683,Debit,UPI,Chennai,Mobile App,Yes
T00886,A00406,2025-02-24,20295,Debit,Net Banking,Mumbai,POS,No
T00887,A00194,2024-10-17,54110,Credit,Card,Bengaluru,POS,No
T00888,A00099,2024-10-14,114800,Debit,Net Banking,Delhi,POS,No
T00889,A00004,2025-05-29,89419,Credit,Card,Delhi,Mobile App,Yes
T00890,A00330,2024-10-07,58677,Credit,ATM,Mumbai,POS,Yes
T00891,A00048,2024-07-05,88625,Debit,UPI,Kolkata,ATM,No
T00892,A00335,2025-04-13,139064,Credit,Net Banking,Mumbai,Mobile App,Yes
T00893,A00184,2024-08-12,43523,Debit,Net Banking,Mumbai,POS,No
T00894,A00277,2025-02-19,185217,Credit,Net Banking,Bengaluru,ATM,No
T00895,A00251,2024-09-05,31394,Credit,Net Banking,Chennai,Mobile App,Yes
T00896,A00543,2025-06-18,6033,Credit,Card,Kolkata,Internet Banking,Yes
T00897,A00241,2025-02-14,123975,Credit,Card,Bengaluru,POS,No
T00898,A00564,2025-04-12,43738,Credit,Card,Kolkata,Mobile App,Yes
T00899,A00002,2024-08-27,146405,Debit,Net Banking,Bengaluru,Internet Banking,Yes
T00900,A00364,2025-03-12,138639,Credit,Net Banking,Chennai,Mobile App,Yes
T00901,A00567,2024-12-20,177308,Debit,UPI,Hyderabad,POS,Yes
T00902,A00166,2024-11-20,116397,Debit,Card,Mumbai,ATM,Yes
T00903,A00428,2025-05-09,137092,Credit,Net Banking,Chennai,Mobile App,No
T00904,A00176,2024-09-06,195312,Credit,ATM,Chennai,ATM,No
T00905,A00579,2024-10-09,1007,Debit,Net Banking,Chennai,ATM,Yes
T00906,A00064,2025-04-29,123746,Credit,UPI,Hyderabad,POS,Yes
T00907,A00062,2025-03-29,36171,Debit,Card,Mumbai,Internet Banking,Yes
T00908,A00462,2024-09-29,122778,Debit,UPI,Mumbai,Internet Banking,No
T00909,A00408,2025-01-04,157057,Debit,Net Banking,Kolkata,POS,No
T00910,A00547,2024-09-08,199448,Credit,ATM,Mumbai,Internet Banking,No
T00911,A00443,2025-05-06,14842,Debit,ATM,Kolkata,POS,Yes
T00912,A00168,2025-01-20,187548,Credit,Net Banking,Delhi,POS,Yes
T00913,A00469,2025-05-30,59527,Debit,UPI,Hyderabad,Internet Banking,Yes
T00914,A00447,2024-07-12,122769,Debit,ATM,Hyderabad,Mobile App,Yes
T00915,A00250,2024-11-10,29447,Credit,Net Banking,Hyderabad,Mobile App,No
T00916,A00233,2024-08-01,109021,Credit,UPI,Bengaluru,POS,No
T00917,A00182,2024-08-25,27830,Credit,ATM,Kolkata,Mobile App,No
T00918,A00570,2025-02-16,111970,Debit,Card,Delhi,Internet Banking,Yes
T00919,A00212,2025-06-27,7306,Debit,Net Banking,Mumbai,ATM,Yes
T00920,A00514,2025-05-15,144941,Credit,Net Banking,Kolkata,Mobile App,Yes
T00921,A00395,2024-08-28,181047,Credit,Net Banking,Delhi,POS,No
T00922,A00209,2025-05-21,134313,Debit,UPI,Mumbai,Internet Banking,Yes
T00923,A00220,2025-01-08,29215,Credit,Card,Delhi,Mobile App,No
T00924,A00496,2025-04-18,161467,Debit,UPI,Chennai,POS,Yes
T00925,A00418,2024-12-07,123302,Credit,ATM,Kolkata,Mobile App,No
T00926,A00086,2025-04-25,40634,Debit,ATM,Bengaluru,ATM,No
T00927,A00518,2024-11-25,34120,Debit,Net Banking,Bengaluru,Internet Banking,Yes
T00928,A00345,2024-09-30,53263,Credit,UPI,Kolkata,ATM,Yes
T00929,A00117,2025-03-13,177531,Credit,Card,Delhi,Internet Banking,Yes
T00930,A00556,2024-12-17,156264,Debit,Net Banking,Hyderabad,Mobile App,No
T00931,A00413,2025-04-07,198849,Credit,Net Banking,Kolkata,POS,No
T00932,A00182,2025-03-04,154261,Debit,ATM,Mumbai,Mobile App,Yes
T00933,A00408,2024-09-02,166231,Credit,ATM,Kolkata,Mobile App,No
T00934,A00466,2024-09-19,100815,Debit,Net Banking,Chennai,Mobile App,No
T00935,A00108,2025-02-09,65980,Debit,ATM,Bengaluru,Internet Banking,Yes
T00936,A00254,2025-04-11,126223,Debit,UPI,Chennai,Mobile App,No
T00937,A00445,2025-05-22,128658,Credit,ATM,Kolkata,ATM,Yes
T00938,A00566,2024-11-11,31718,Credit,Net Banking,Delhi,POS,No
T00939,A00313,2024-07-21,140471,Debit,Net Banking,Kolkata,ATM,No
T00940,A00112,2025-03-06,51995,Debit,Card,Chennai,POS,Yes
T00941,A00001,2024-10-10,127283,Debit,UPI,Chennai,POS,Yes
T00942,A00077,2025-04-19,88926,Debit,Net Banking,Mumbai,Mobile App,Yes
T00943,A00195,2025-05-14,59524,Debit,UPI,Mumbai,POS,Yes
T00944,A00159,2024-08-14,10669,Debit,Net Banking,Chennai,Internet Banking,No
T00945,A00518,2024-07-20,117385,Debit,Net Banking,Delhi,ATM,Yes
T00946,A00161,2024-09-03,109997,Debit,UPI,Chennai,Mobile App,No
T00947,A00206,2024-12-27,146811,Debit,Card,Hyderabad,Internet Banking,No
T00948,A00232,2024-12-01,27898,Debit,Card,Hyderabad,ATM,No
T00949,A00157,2024-12-31,1928,Debit,UPI,Chennai,Mobile App,No
T00950,A00102,2024-10-25,47826,Credit,Net Banking,Hyderabad,ATM,No
T00951,A00554,2024-12-31,75281,Debit,Net Banking,Chennai,POS,No
T00952,A00521,2025-04-15,143500,Debit,UPI,Chennai,ATM,No
T00953,A00230,2025-04-18,4012,Credit,ATM,Mumbai,Internet Banking,No
T00954,A00358,2025-06-23,176715,Credit,UPI,Kolkata,ATM,No
T00955,A00192,2025-01-22,189576,Debit,UPI,Chennai,POS,Yes
T00956,A00473,2024-09-28,187878,Debit,UPI,Delhi,Mobile App,Yes
T00957,A00065,2024-11-24,144027,Credit,Net Banking,Hyderabad,ATM,No
T00958,A00542,2025-03-22,96132,Credit,Net Banking,Mumbai,ATM,No
T00959,A00489,2025-03-31,92347,Credit,Net Banking,Mumbai,Mobile App,Yes
T00960,A00334,2024-11-28,122133,Credit,Card,Delhi,POS,No
T00961,A00021,2024-12-31,131303,Debit,Net Banking,Hyderabad,Mobile App,Yes
T00962,A00416,2024-10-09,8351,Debit,ATM,Mumbai,POS,No
T00963,A00494,2024-08-25,3961,Debit,ATM,Kolkata,Internet Banking,No
T00964,A00505,2025-01-22,44590,Credit,UPI,Mumbai,Internet Banking,No
T00965,A00395,2025-06-02,170842,Debit,UPI,Kolkata,Mobile App,Yes
T00966,A00098,2024-12-15,67443,Debit,UPI,Kolkata,ATM,No
T00967,A00045,2024-07-04,175508,Credit,UPI,Bengaluru,ATM,No
T00968,A00433,2024-10-20,76950,Debit,UPI,Delhi,ATM,No
T00969,A00380,2025-06-25,50996,Debit,Net Banking,Hyderabad,Internet Banking,Yes
T00970,A00596,2025-05-05,35477,Credit,Card,Hyderabad,ATM,No
T00971,A00172,2024-12-21,56011,Credit,ATM,Delhi,Internet Banking,Yes
T00972,A00007,2024-11-25,103715,Credit,UPI,Mumbai,ATM,No
T00973,A00552,2025-03-20,48917,Credit,ATM,Kolkata,Mobile App,Yes
T00974,A00536,2024-10-30,42637,Credit,Net Banking,Delhi,Mobile App,No
T00975,A00103,2025-01-21,31961,Credit,Net Banking,Hyderabad,POS,Yes
T00976,A00273,2025-03-22,102520,Credit,Card,Delhi,Internet Banking,No
T00977,A00254,2024-07-15,153475,Debit,ATM,Kolkata,POS,Yes
T00978,A00077,2024-08-06,10074,Debit,Card,Mumbai,ATM,No
T00979,A00131,2025-06-21,100881,Credit,ATM,Delhi,Internet Banking,No
T00980,A00479,2025-01-22,158032,Credit,UPI,Mumbai,Mobile App,No
T00981,A00456,2025-03-04,175445,Credit,Card,Kolkata,POS,No
T00982,A00420,2024-11-14,100350,Credit,Card,Chennai,Internet Banking,No
T00983,A00120,2025-05-23,144668,Credit,Card,Chennai,Internet Banking,Yes
T00984,A00472,2024-12-14,92482,Debit,UPI,Bengaluru,Internet Banking,No
T00985,A00516,2025-02-22,119609,Debit,ATM,Bengaluru,POS,No
T00986,A00114,2025-06-21,68147,Debit,Net Banking,Chennai,ATM,No
T00987,A00361,2025-03-10,104540,Debit,Net Banking,Mumbai,Internet Banking,Yes
T00988,A00430,2025-05-29,174787,Debit,UPI,Mumbai,Mobile App,No
T00989,A00594,2024-10-13,123873,Credit,Card,Bengaluru,Mobile App,No
T00990,A00547,2024-11-07,5322,Credit,Card,Hyderabad,ATM,No
T00991,A00253,2024-10-12,102056,Credit,Net Banking,Chennai,Mobile App,Yes
T00992,A00555,2024-10-11,116094,Debit,Net Banking,Mumbai,Internet Banking,No
T00993,A00307,2025-05-07,178945,Credit,Net Banking,Delhi,Mobile App,Yes
T00994,A00359,2024-08-07,179049,Credit,UPI,Kolkata,Mobile App,No
T00995,A00510,2024-10-07,93556,Credit,ATM,Hyderabad,ATM,Yes
T00996,A00183,2025-03-11,17478,Credit,ATM,Delhi,ATM,Yes
T00997,A00018,2025-02-11,114638,Credit,ATM,Chennai,ATM,No
T00998,A00155,2024-11-28,162562,Debit,UPI,Bengaluru,Mobile App,Yes
T00999,A00401,2024-12-26,181003,Debit,Card,Hyderabad,Internet Banking,No
T01000,A00386,2025-04-26,31136,Credit,Card,Bengaluru,Internet Banking,No
T01001,A00378,2025-03-19,64563,Debit,ATM,Bengaluru,POS,No
T01002,A00409,2025-04-16,151636,Debit,Card,Chennai,Mobile App,Yes
T01003,A00547,2024-10-01,95697,Credit,ATM,Bengaluru,ATM,Yes
T01004,A00394,2025-04-11,182809,Credit,Card,Chennai,Internet Banking,No
T01005,A00175,2025-03-17,196332,Debit,Net Banking,Delhi,POS,Yes
T01006,A00363,2025-02-13,37334,Credit,ATM,Bengaluru,Mobile App,Yes
T01007,A00589,2025-04-25,23546,Credit,UPI,Hyderabad,POS,No
T01008,A00097,2024-09-13,84472,Credit,UPI,Kolkata,POS,Yes
T01009,A00142,2025-01-17,14496,Debit,Card,Delhi,Mobile App,No
T01010,A00332,2024-11-08,192985,Debit,Card,Hyderabad,POS,Yes
T01011,A00459,2025-03-20,30361,Credit,Net Banking,Chennai,Mobile App,Yes
T01012,A00210,2025-03-25,106680,Debit,UPI,Chennai,ATM,Yes
T01013,A00316,2024-09-07,78269,Credit,UPI,Chennai,Mobile App,Yes
T01014,A00520,2024-10-29,38161,Debit,ATM,Mumbai,Internet Banking,No
T01015,A00580,2025-01-28,101915,Credit,ATM,Delhi,POS,No
T01016,A00167,2024-07-04,19157,Credit,ATM,Kolkata,POS,Yes
T01017,A00352,2025-03-18,1256,Debit,ATM,Bengaluru,Mobile App,Yes
T01018,A00334,2024-07-03,126018,Credit,ATM,Hyderabad,Internet Banking,Yes
T01019,A00229,2025-05-18,2628,Debit,Card,Delhi,Mobile App,No
T01020,A00280,2024-07-26,57138,Credit,UPI,Chennai,ATM,No
T01021,A00446,2024-07-04,51906,Credit,Card,Hyderabad,Internet Banking,Yes
T01022,A00010,2024-12-06,95514,Debit,Net Banking,Delhi,POS,No
T01023,A00456,2024-08-06,12268,Credit,ATM,Delhi,Mobile App,Yes
T01024,A00306,2025-01-19,170173,Credit,ATM,Bengaluru,Internet Banking,Yes
T01025,A00140,2024-08-09,137117,Debit,UPI,Bengaluru,Mobile App,Yes
T01026,A00594,2025-03-23,67740,Debit,Net Banking,Mumbai,POS,Yes
T01027,A00024,2024-12-20,41136,Debit,UPI,Kolkata,Internet Banking,Yes
T01028,A00456,2024-11-13,74042,Credit,Net Banking,Bengaluru,ATM,No
T01029,A00275,2024-09-23,55643,Debit,UPI,Mumbai,Internet Banking,No
T01030,A00487,2025-04-07,184339,Credit,Card,Chennai,ATM,Yes
T01031,A00147,2024-10-18,196198,Credit,ATM,Hyderabad,ATM,Yes
T01032,A00422,2024-10-05,182247,Debit,UPI,Hyderabad,POS,No
T01033,A00434,2024-09-12,29592,Debit,ATM,Delhi,POS,Yes
T01034,A00312,2024-07-13,162630,Credit,UPI,Bengaluru,Internet Banking,No
